WORD	arg0.np..v.v..arg2.np..arg1.np.	arg0.np..v.v..arg1.np..arg2.pp.	PREFERENCE	LLR	PEARSONRESID	LOGODDSRATIO	MI	DELTAPC2W	DELTAPW2C
place	40	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	15.6089715894081	1.23185175440863	24.8824975789132	0.280555560855218	0.00727669637984355	0.177791170709658
buy	38	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	14.8260584181119	1.2006605713513	24.8324831345666	0.280555560855218	0.00691286156085137	0.177737611086007
compare	38	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	14.8260584181119	1.2006605713513	24.8324831345666	0.280555560855218	0.00691286156085137	0.177737611086007
blame	35	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	13.6521769864607	1.15229180407337	24.7525341402646	0.280555560855218	0.00636710933236311	0.177657332128877
stop	35	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	13.6521769864607	1.15229180407337	24.7525341402646	0.280555560855218	0.00636710933236311	0.177657332128877
prevent	34	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	13.2610133090965	1.13571120145646	24.7244083550859	0.280555560855218	0.00618519192286702	0.177630588589493
share	33	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	12.8699146621517	1.11888492012927	24.6954912129965	0.280555560855218	0.00600327451337093	0.177603853100542
view	32	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	12.478881023939	1.10180170442403	24.6657157223441	0.280555560855218	0.00582135710387484	0.17757712565839
move	31	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	12.0879123727814	1.08444941202931	24.6350402433202	0.280555560855218	0.00563943969437875	0.177550406259404
convert	28	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.9153961250348	1.03064112152957	24.5370212823575	0.280555560855218	0.00509368746589049	0.177470296285156
lay	28	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.9153961250348	1.03064112152957	24.5370212823575	0.280555560855218	0.00509368746589049	0.177470296285156
turn	28	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.9153961250348	1.03064112152957	24.5370212823575	0.280555560855218	0.00509368746589049	0.177470296285156
attribute	27	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.5246872055471	1.01206949008788	24.5021111576822	0.280555560855218	0.0049117700563944	0.177443609022556
invest	27	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.5246872055471	1.01206949008788	24.5021111576822	0.280555560855218	0.0049117700563944	0.177443609022556
reduce	27	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.5246872055471	1.01206949008788	24.5021111576822	0.280555560855218	0.0049117700563944	0.177443609022556
see	26	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.1340431648935	0.993150635173615	24.4659606010937	0.280555560855218	0.00472985264689831	0.177416929784995
set	26	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.1340431648935	0.993150635173615	24.4659606010937	0.280555560855218	0.00472985264689831	0.177416929784995
force	24	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	9.35294963365299	0.954188265964203	24.3895141175935	0.280555560855218	0.00436601782790613	0.177363595370509
hold	24	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	9.35294963365299	0.954188265964203	24.3895141175935	0.280555560855218	0.00436601782790613	0.177363595370509
devote	23	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.96250009987553	0.934097841921703	24.3490126353974	0.280555560855218	0.00418410041841004	0.177336940186354
discuss	23	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.96250009987553	0.934097841921703	24.3490126353974	0.280555560855218	0.00418410041841004	0.177336940186354
fill	23	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.96250009987553	0.934097841921703	24.3490126353974	0.280555560855218	0.00418410041841004	0.177336940186354
impose	22	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.57211535855075	0.913565711737143	24.30681532579	0.280555560855218	0.00400218300891395	0.177310293012772
introduce	22	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.57211535855075	0.913565711737143	24.30681532579	0.280555560855218	0.00400218300891395	0.177310293012772
change	21	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.18179538811005	0.892561393429495	24.2627714407591	0.280555560855218	0.00382026559941786	0.177283653846154
criticize	21	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.18179538811005	0.892561393429495	24.2627714407591	0.280555560855218	0.00382026559941786	0.177283653846154
push	21	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.18179538811005	0.892561393429495	24.2627714407591	0.280555560855218	0.00382026559941786	0.177283653846154
remove	21	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.18179538811005	0.892561393429495	24.2627714407591	0.280555560855218	0.00382026559941786	0.177283653846154
apply	20	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.79154016699567	0.871050728958888	24.2167236011902	0.280555560855218	0.00363834818992178	0.17725702268289
invite	20	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.79154016699567	0.871050728958888	24.2167236011902	0.280555560855218	0.00363834818992178	0.17725702268289
explain	19	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.40134967366155	0.848995231905822	24.1684684674229	0.280555560855218	0.00345643078042569	0.177230399519375
link	19	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.40134967366155	0.848995231905822	24.1684684674229	0.280555560855218	0.00345643078042569	0.177230399519375
cast	18	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.0112238865706	0.826351278318023	24.1177840498114	0.280555560855218	0.0032745133709296	0.177203784352005
point	18	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.0112238865706	0.826351278318023	24.1177840498114	0.280555560855218	0.0032745133709296	0.177203784352005
say	18	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.0112238865706	0.826351278318023	24.1177840498114	0.280555560855218	0.0032745133709296	0.177203784352005
cut	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
lose	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
praise	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
prepare	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
present	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
sign	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
treat	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
divide	16	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.23116634503115	0.779091456721128	24.0080662780486	0.280555560855218	0.00291067855193742	0.177150577991293
pull	16	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.23116634503115	0.779091456721128	24.0080662780486	0.280555560855218	0.00291067855193742	0.177150577991293
draw	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
regard	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
return	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
withdraw	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
issue	14	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.45136737030502	0.728773326003269	23.8849275537921	0.280555560855218	0.00254684373294524	0.177097403571965
steal	14	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.45136737030502	0.728773326003269	23.8849275537921	0.280555560855218	0.00254684373294524	0.177097403571965
transfer	14	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.45136737030502	0.728773326003269	23.8849275537921	0.280555560855218	0.00254684373294524	0.177097403571965
estimate	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
lease	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
limit	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
protect	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
separate	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
attach	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
cite	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
combine	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
focus	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
obtain	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
offer	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
win	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
base	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
exceed	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
free	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
include	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
join	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
prohibit	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
replace	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
succeed	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
transform	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
advise	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
bar	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
drag	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
expose	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
punish	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
report	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
submit	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
beat	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
connect	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
convey	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
convict	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
encourage	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
inform	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
plant	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
raise	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
read	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
borrow	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
cover	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
define	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
export	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
guide	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
portray	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
restore	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
seek	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
shift	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
sue	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
supply	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
tie	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
welcome	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
wrap	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
accept	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
acquire	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
break	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
build	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
call	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
commit	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
contribute	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
display	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
feel	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
hit	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
inject	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
pass	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
pick	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
purchase	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
refer	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
stick	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
assist	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
characterize	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
condemn	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
denounce	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
discourage	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
distribute	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
donate	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
elect	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
establish	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
exclude	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
express	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
increase	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
interpret	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
license	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
notify	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
open	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
prefer	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
restrict	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
ship	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
split	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
squeeze	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
switch	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
allocate	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
attract	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
block	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
brief	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
carry	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
collect	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
congratulate	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
dedicate	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
destroy	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
drop	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
file	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
forgive	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
identify	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
infuse	5	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.94546714330548	0.435525364479444	22.9987216597669	0.280555560855218	0.000909587047480444	0.176858513189448
