WORD	arg0.np..v.v..arg1.np..arg2.pp.	arg0.np..v.v..arg2.np..arg1.np.	PREF	LLR	PRES	LOR	MI	DPC2W	DPW2C	FYE
sell.01	82	5	arg0(np)-v(v)-arg1(np)-arg2(pp)	11.0643474591225	1.22592344730963	1.26937660196166	0.195164069624573	0.0106799394430861	0.120829190867389	2.35513056038308
bring.01	175	27	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.84383043515873	0.674535550969128	0.339467176650612	0.0735551899357519	0.00895419072961215	0.0444061317328645	0.953403106426726
drive.02	17	1	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.35894082945516	0.566579739460704	1.29677486465125	0.198093400663245	0.00224513833431487	0.121498056097846	0.640384644001995
do.02	60	8	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.82255851986725	0.536927351055034	0.480387273533234	0.0999833152133969	0.00413538355281617	0.0596868797450891	0.681787845238457
name.01	15	1	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.82240965608486	0.503562131693216	1.17124682477664	0.187446156463736	0.00188130351532269	0.114500450382825	0.475828292455637
provide.01	91	14	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.48123772370446	0.49004905479277	0.337871816975637	0.0741046833877916	0.00469007748448306	0.0440860215053763	0.601208283146983
hear.01	13	1	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.31975141891102	0.434220087642263	1.02778121731656	0.173640356938706	0.00151746869633051	0.105518749597993	0.312106381361026
leave.12	32	4	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.20093851335158	0.433892318340594	0.543196269514313	0.110630559412905	0.00243152659540026	0.0659706536833475	0.415211057923962
deliver.01	19	2	arg0(np)-v(v)-arg1(np)-arg2(pp)	1.11668692865362	0.411557969383592	0.714369812994981	0.136165651520043	0.0017615155261884	0.0817450778388279	0.3900189275458
extend.02	17	2	arg0(np)-v(v)-arg1(np)-arg2(pp)	0.759535266885866	0.343309133472711	0.602779147765734	0.120090888661972	0.00139768070719622	0.0716668511169783	0.2543875651932
deal.02	5	1	arg0(np)-v(v)-arg1(np)-arg2(pp)	0.0042408996069597	0.0271566293208738	0.0708120460836247	0.0175211550214241	6.21294203617998e-05	0.0100684555039224	-2.63733320831622e-16
