COLLOCATE	arg0.c..np....np....v.v..arg1.np..arg2.c..s....vp...	arg0.c..np....np....v.v..arg1.np..arg2.np.	arg0.c..np....np....v.v..arg1.np..arg2.pp.	arg0.c..np....np....v.v..arg1.np..arg2.vp.	arg0.c..np....np....v.v..arg2.pp..arg1.np.	arg0.c..np....np....qp....v.v..arg1.np..arg2.pp.	arg0.np..arg1.c..np....np....qp....v.v..arg2.pp.	arg0.np..arg1.c..np....qp....v.v..arg2.pp.	arg0.np..arg1.np..v.v..arg2.np.	arg0.np..arg1.np..v.v..arg2.pp.	arg0.np..arg2.np..v.v..arg1.np.	arg0.np..arg2.pp..v.v..arg1.np.	arg0.np..arg2.rb..v.v..arg1.np.	arg0.np..arg2.rbr..v.v..arg1.np.	arg0.np..arg2.whadvp..v.v..arg1.np.	arg0.np..arg2.wrb..v.v..arg1.np.	arg0.np..v.v..arg1.c..np....np....arg2.pp.	arg0.np..v.v..arg1.c..np....np....arg2.rb.	arg0.np..v.v..arg1.c..np....qp....arg2.c..s....vp...	arg0.np..v.v..arg1.c..np....qp....arg2.pp.	arg0.np..v.v..arg1.np..arg2.adjp.	arg0.np..v.v..arg1.np..arg2.advp.	arg0.np..v.v..arg1.np..arg2.c..np....qp...	arg0.np..v.v..arg1.np..arg2.c..s....vp...	arg0.np..v.v..arg1.np..arg2.c..sbar....s...	arg0.np..v.v..arg1.np..arg2.c..sbar....s....vp...	arg0.np..v.v..arg1.np..arg2.cd.	arg0.np..v.v..arg1.np..arg2.dt.	arg0.np..v.v..arg1.np..arg2.in.	arg0.np..v.v..arg1.np..arg2.jj.	arg0.np..v.v..arg1.np..arg2.jjr.	arg0.np..v.v..arg1.np..arg2.nn.	arg0.np..v.v..arg1.np..arg2.np.	arg0.np..v.v..arg1.np..arg2.pp.	arg0.np..v.v..arg1.np..arg2.rb.	arg0.np..v.v..arg1.np..arg2.rbr.	arg0.np..v.v..arg1.np..arg2.rp.	arg0.np..v.v..arg1.np..arg2.s.	arg0.np..v.v..arg1.np..arg2.sbar.	arg0.np..v.v..arg1.np..arg2.to.	arg0.np..v.v..arg1.np..arg2.ucp.	arg0.np..v.v..arg1.np..arg2.v.	arg0.np..v.v..arg1.np..arg2.vp.	arg0.np..v.v..arg1.np..arg2.wdt.	arg0.np..v.v..arg2.c..np....np....arg1.np.	arg0.np..v.v..arg2.in..arg1.np.	arg0.np..v.v..arg2.jj..arg1.np.	arg0.np..v.v..arg2.nnp..arg1.np.	arg0.np..v.v..arg2.np..arg1.c..np....qp...	arg0.np..v.v..arg2.np..arg1.np.	arg0.np..v.v..arg2.pp..arg1.c..np....qp...	arg0.np..v.v..arg2.pp..arg1.np.	arg0.np..v.v..arg2.prp..arg1.np.	arg0.np..v.v..arg2.rb..arg1.np.	arg0.np..v.v..arg2.rp..arg1.c..np....qp...	arg0.np..v.v..arg2.rp..arg1.np.	arg0.np..v.v..arg2.to..arg1.np.	arg0.np..v.v..arg2.v..arg1.np.	arg1.c..np....np....arg0.np..v.v..arg2.pp.	arg1.np..arg0.np..v.v..arg2.advp.	arg1.np..arg0.np..v.v..arg2.c..s....np...	arg1.np..arg0.np..v.v..arg2.c..s....vp...	arg1.np..arg0.np..v.v..arg2.np.	arg1.np..arg0.np..v.v..arg2.pp.	arg1.np..arg0.np..v.v..arg2.prp.	arg1.np..arg0.np..v.v..arg2.rb.	arg1.np..arg0.np..v.v..arg2.rp.	arg1.np..arg0.np..v.v..arg2.s.	arg2.adjp..arg0.np..v.v..arg1.np.	arg2.advp..arg0.np..v.v..arg1.np.	arg2.c..s....vp....arg0.np..v.v..arg1.np.	arg2.nn..arg0.np..v.v..arg1.np.	arg2.np..arg0.np..v.v..arg1.np.	arg2.np..v.v..arg0.np..arg1.np.	arg2.pp..arg0.np..v.v..arg1.np.	arg2.pp..v.v..arg0.np..arg1.np.	arg2.wdt..arg0.np..v.v..arg1.np.	arg2.whnp..arg0.np..v.v..arg1.np.	arg2.wp..arg0.np..v.v..arg1.c..s....np...	arg2.wp..arg0.np..v.v..arg1.np.	arg2.wrb..arg0.np..v.v..arg1.np.	v.v..arg1.c..np....qp....arg2.pp..arg0.np.	v.v..arg1.np..arg2.c..s....vp....arg0.np.	v.v..arg1.np..arg2.pp..arg0.np.	v.v..arg1.np..arg2.rb..arg0.np.	v.v..arg2.np..arg1.np..arg0.np.	v.v..arg2.rp..arg1.np..arg0.np.	SUMABSDEV	LARGESTPREF
punish	-0.0327227513503597	-0.0327227513503597	-0.0731702964302273	-0.0327227513503597	-0.0327227513503597	-0.0327227513503597	-0.0327227513503597	-0.0327227513503597	-0.0327227513503597	-0.0925539175156824	-0.0566774679022661	-0.0801540437883504	-0.214577430326004	-0.0327227513503597	-0.0327227513503597	-0.0566774679022661	-0.098168254051079	-0.0327227513503597	-0.0327227513503597	-0.206956851148974	-0.138830876273524	-0.313865604911158	-0.0327227513503597	-0.890756327987437	-0.146340592860455	-0.170032403706798	-0.0327227513503597	-0.0865762622868547	-0.103478425574487	-0.173152524573709	-0.0462769587578412	-0.0327227513503597	-0.491930819365759	1.69568158718787	-0.335308422013874	-0.0654455027007194	-0.209527842286977	-0.199044725802233	-0.344755578068084	-0.0566774679022661	-0.0462769587578412	-0.12243732430564	-0.580771223133776	-0.0327227513503597	-0.0327227513503597	-0.0925539175156824	-0.0462769587578412	-0.0327227513503597	-0.0801540437883504	-1.12406342259065	-0.0327227513503597	-0.389936585540675	-0.0731702964302273	-0.185107835031365	-0.0566774679022661	-0.347847618248183	-0.0327227513503597	-0.0327227513503597	-0.0327227513503597	-0.0327227513503597	-0.0731702964302273	-0.0865762622868547	-0.356963074079881	-0.34319911152729	-0.0327227513503597	-0.0327227513503597	-0.0327227513503597	-0.0462769587578412	-0.0327227513503597	-0.0327227513503597	-0.0865762622868547	-0.0327227513503597	-0.113354935804532	-0.0462769587578412	-0.199044725802233	-0.0327227513503597	-0.0654455027007194	-0.0327227513503597	-0.0566774679022661	-0.11798355786798	-0.160308087576701	-0.0327227513503597	-0.0566774679022661	-0.217058176674477	-0.0327227513503597	-0.0731702964302273	-0.0327227513503597	12.7032239920278	arg0(np)-v(v)-arg1(np)-arg2(pp)
join	-0.0358459781164493	-0.0358459781164493	-0.0801540437883504	-0.0358459781164493	-0.0358459781164493	-0.0358459781164493	-0.0358459781164493	-0.0358459781164493	-0.0358459781164493	-0.101387736817623	-0.0620870553446923	-0.0878043557162728	-0.235057797842091	-0.0358459781164493	-0.0358459781164493	-0.0620870553446923	-0.107537934349348	-0.0358459781164493	-0.0358459781164493	-0.226709871609064	-0.152081605226435	-0.343822543669691	-0.0358459781164493	0.0490521003898781	-0.160308087576701	-0.186261166034077	-0.0358459781164493	-0.0948395435979883	-0.113354935804532	-0.189679087195977	-0.0506938684088117	-0.0358459781164493	-0.538883212997251	1.48125862141827	-0.367311972916921	-0.0716919562328985	-0.229526251291924	-0.218042572548628	-0.377660813867246	-0.0620870553446923	-0.0506938684088117	-0.134123368805549	-0.63620299932047	-0.0358459781164493	-0.0358459781164493	-0.101387736817623	-0.0506938684088117	-0.0358459781164493	-0.0878043557162728	-1.23134978523872	-0.0358459781164493	-0.427154127794341	-0.0801540437883504	-0.202775473635247	-0.0620870553446923	-0.381047974177951	-0.0358459781164493	-0.0358459781164493	-0.0358459781164493	-0.0358459781164493	-0.0801540437883504	-0.0948395435979883	-0.391033455739877	-0.375955790198456	-0.0358459781164493	-0.0358459781164493	-0.0358459781164493	-0.0506938684088117	-0.0358459781164493	-0.0358459781164493	-0.0948395435979883	-0.0358459781164493	-0.124174110689385	-0.0506938684088117	-0.218042572548628	-0.0358459781164493	-0.0716919562328985	-0.0358459781164493	-0.0620870553446923	-0.129244512118018	-0.175608711432546	-0.0358459781164493	-0.0620870553446923	-0.237775319311106	-0.0358459781164493	-0.0801540437883504	-0.0358459781164493	12.6126946093008	arg0(np)-v(v)-arg1(np)-arg2(pp)
connect	-0.0310435276723461	-0.0310435276723461	-0.0694154381367618	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0878043557162728	-0.0537689671746739	-0.0760408026132176	-0.203566024288878	-0.0310435276723461	-0.0310435276723461	-0.0537689671746739	-0.0931305830170384	-0.0310435276723461	-0.0310435276723461	-0.196336508102158	-0.131706533574409	-0.297759057211737	-0.0310435276723461	-0.845045650994487	-0.138830876273524	-0.161306901524022	-0.0310435276723461	-0.0821334540391797	-0.098168254051079	-0.164266908078359	-0.0439021778581364	-0.0310435276723461	-0.4666865521286	1.60866480057692	-0.318101499660235	-0.0620870553446923	-0.198775564454217	-0.188830406933623	-0.327063858822941	-0.0537689671746739	-0.0439021778581364	-0.116154244626755	-0.550967959375381	-0.0310435276723461	-0.0310435276723461	-0.0878043557162728	-0.0439021778581364	-0.0310435276723461	-0.0760408026132176	-1.06638019496125	-0.0310435276723461	-0.369926326001284	-0.0694154381367618	-0.175608711432546	-0.0537689671746739	-0.329997225698702	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0694154381367618	-0.0821334540391797	-0.338644906400351	-0.325587265011716	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0439021778581364	-0.0310435276723461	-0.0310435276723461	-0.0821334540391797	-0.0310435276723461	-0.107537934349348	-0.0439021778581364	-0.188830406933623	-0.0310435276723461	-0.0620870553446923	-0.0310435276723461	-0.0537689671746739	-0.111929030793929	-0.152081605226435	-0.0310435276723461	-0.0537689671746739	-0.205919466916374	-0.0310435276723461	-0.0694154381367618	-0.0310435276723461	12.0513364326314	arg0(np)-v(v)-arg1(np)-arg2(pp)
portray	-0.0292681185720909	-0.0292681185720909	-0.0654455027007194	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0827827404595897	-0.0506938684088117	-0.0716919562328985	-0.191923888258468	-0.0292681185720909	-0.0292681185720909	-0.0506938684088117	-0.0878043557162728	-0.0292681185720909	-0.0292681185720909	-0.185107835031365	-0.124174110689385	-0.280729931352176	-0.0292681185720909	-0.796716680307203	-0.130891005401439	-0.152081605226435	-0.0292681185720909	-0.0774361630845034	-0.0925539175156824	-0.154872326169007	-0.0413913702297948	-0.0292681185720909	-0.439996300931603	1.51666371885873	-0.299908970020483	-0.0585362371441818	-0.187407399413014	-0.17803101498264	-0.308358763272989	-0.0506938684088117	-0.0413913702297948	-0.10951127205224	-0.519457573721128	-0.0292681185720909	-0.0292681185720909	-0.0827827404595897	-0.0413913702297948	-0.0292681185720909	-0.0716919562328985	-1.00539288957351	-0.0292681185720909	-0.348769884873244	-0.0654455027007194	-0.165565480919179	-0.0506938684088117	-0.311124368085734	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0654455027007194	-0.0774361630845034	-0.319277479639963	-0.306966617277021	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0413913702297948	-0.0292681185720909	-0.0292681185720909	-0.0774361630845034	-0.0292681185720909	-0.101387736817623	-0.0413913702297948	-0.17803101498264	-0.0292681185720909	-0.0585362371441818	-0.0292681185720909	-0.0506938684088117	-0.105527702248034	-0.143383912465797	-0.0292681185720909	-0.0506938684088117	-0.194142735246516	-0.0292681185720909	-0.0654455027007194	-0.0292681185720909	11.3621089518322	arg0(np)-v(v)-arg1(np)-arg2(pp)
shift	-0.0292681185720909	-0.0292681185720909	-0.0654455027007194	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0827827404595897	-0.0506938684088117	-0.0716919562328985	-0.191923888258468	-0.0292681185720909	-0.0292681185720909	-0.0506938684088117	-0.0878043557162728	-0.0292681185720909	-0.0292681185720909	-0.185107835031365	-0.124174110689385	-0.280729931352176	-0.0292681185720909	-0.796716680307203	-0.130891005401439	-0.152081605226435	-0.0292681185720909	-0.0774361630845034	-0.0925539175156824	-0.154872326169007	-0.0413913702297948	-0.0292681185720909	-0.439996300931603	1.51666371885873	-0.299908970020483	-0.0585362371441818	-0.187407399413014	-0.17803101498264	-0.308358763272989	-0.0506938684088117	-0.0413913702297948	-0.10951127205224	-0.519457573721128	-0.0292681185720909	-0.0292681185720909	-0.0827827404595897	-0.0413913702297948	-0.0292681185720909	-0.0716919562328985	-1.00539288957351	-0.0292681185720909	-0.348769884873244	-0.0654455027007194	-0.165565480919179	-0.0506938684088117	-0.311124368085734	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0654455027007194	-0.0774361630845034	-0.319277479639963	-0.306966617277021	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0413913702297948	-0.0292681185720909	-0.0292681185720909	-0.0774361630845034	-0.0292681185720909	-0.101387736817623	-0.0413913702297948	-0.17803101498264	-0.0292681185720909	-0.0585362371441818	-0.0292681185720909	-0.0506938684088117	-0.105527702248034	-0.143383912465797	-0.0292681185720909	-0.0506938684088117	-0.194142735246516	-0.0292681185720909	-0.0654455027007194	-0.0292681185720909	11.3621089518322	arg0(np)-v(v)-arg1(np)-arg2(pp)
tie	-0.0292681185720909	-0.0292681185720909	-0.0654455027007194	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0827827404595897	-0.0506938684088117	-0.0716919562328985	-0.191923888258468	-0.0292681185720909	-0.0292681185720909	-0.0506938684088117	-0.0878043557162728	-0.0292681185720909	-0.0292681185720909	-0.185107835031365	-0.124174110689385	-0.280729931352176	-0.0292681185720909	-0.796716680307203	-0.130891005401439	-0.152081605226435	-0.0292681185720909	-0.0774361630845034	-0.0925539175156824	-0.154872326169007	-0.0413913702297948	-0.0292681185720909	-0.439996300931603	1.51666371885873	-0.299908970020483	-0.0585362371441818	-0.187407399413014	-0.17803101498264	-0.308358763272989	-0.0506938684088117	-0.0413913702297948	-0.10951127205224	-0.519457573721128	-0.0292681185720909	-0.0292681185720909	-0.0827827404595897	-0.0413913702297948	-0.0292681185720909	-0.0716919562328985	-1.00539288957351	-0.0292681185720909	-0.348769884873244	-0.0654455027007194	-0.165565480919179	-0.0506938684088117	-0.311124368085734	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0654455027007194	-0.0774361630845034	-0.319277479639963	-0.306966617277021	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0413913702297948	-0.0292681185720909	-0.0292681185720909	-0.0774361630845034	-0.0292681185720909	-0.101387736817623	-0.0413913702297948	-0.17803101498264	-0.0292681185720909	-0.0585362371441818	-0.0292681185720909	-0.0506938684088117	-0.105527702248034	-0.143383912465797	-0.0292681185720909	-0.0506938684088117	-0.194142735246516	-0.0292681185720909	-0.0654455027007194	-0.0292681185720909	11.3621089518322	arg0(np)-v(v)-arg1(np)-arg2(pp)
wrap	-0.0292681185720909	-0.0292681185720909	-0.0654455027007194	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0827827404595897	-0.0506938684088117	-0.0716919562328985	-0.191923888258468	-0.0292681185720909	-0.0292681185720909	-0.0506938684088117	-0.0878043557162728	-0.0292681185720909	-0.0292681185720909	-0.185107835031365	-0.124174110689385	-0.280729931352176	-0.0292681185720909	-0.796716680307203	-0.130891005401439	-0.152081605226435	-0.0292681185720909	-0.0774361630845034	-0.0925539175156824	-0.154872326169007	-0.0413913702297948	-0.0292681185720909	-0.439996300931603	1.51666371885873	-0.299908970020483	-0.0585362371441818	-0.187407399413014	-0.17803101498264	-0.308358763272989	-0.0506938684088117	-0.0413913702297948	-0.10951127205224	-0.519457573721128	-0.0292681185720909	-0.0292681185720909	-0.0827827404595897	-0.0413913702297948	-0.0292681185720909	-0.0716919562328985	-1.00539288957351	-0.0292681185720909	-0.348769884873244	-0.0654455027007194	-0.165565480919179	-0.0506938684088117	-0.311124368085734	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0654455027007194	-0.0774361630845034	-0.319277479639963	-0.306966617277021	-0.0292681185720909	-0.0292681185720909	-0.0292681185720909	-0.0413913702297948	-0.0292681185720909	-0.0292681185720909	-0.0774361630845034	-0.0292681185720909	-0.101387736817623	-0.0413913702297948	-0.17803101498264	-0.0292681185720909	-0.0585362371441818	-0.0292681185720909	-0.0506938684088117	-0.105527702248034	-0.143383912465797	-0.0292681185720909	-0.0506938684088117	-0.194142735246516	-0.0292681185720909	-0.0654455027007194	-0.0292681185720909	11.3621089518322	arg0(np)-v(v)-arg1(np)-arg2(pp)
guide	-0.0310435276723461	-0.0310435276723461	-0.0694154381367618	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0878043557162728	-0.0537689671746739	-0.0760408026132176	-0.203566024288878	-0.0310435276723461	-0.0310435276723461	-0.0537689671746739	-0.0931305830170384	-0.0310435276723461	-0.0310435276723461	-0.196336508102158	-0.131706533574409	-0.297759057211737	-0.0310435276723461	0.338322370393654	-0.138830876273524	-0.161306901524022	-0.0310435276723461	-0.0821334540391797	-0.098168254051079	-0.164266908078359	-0.0439021778581364	-0.0310435276723461	-0.4666865521286	1.17418852743828	-0.318101499660235	-0.0620870553446923	-0.198775564454217	-0.188830406933623	-0.327063858822941	-0.0537689671746739	-0.0439021778581364	-0.116154244626755	-0.550967959375381	-0.0310435276723461	-0.0310435276723461	-0.0878043557162728	-0.0439021778581364	-0.0310435276723461	-0.0760408026132176	-1.06638019496125	-0.0310435276723461	-0.369926326001284	-0.0694154381367618	-0.175608711432546	-0.0537689671746739	-0.329997225698702	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0694154381367618	-0.0821334540391797	-0.338644906400351	-0.325587265011716	-0.0310435276723461	-0.0310435276723461	-0.0310435276723461	-0.0439021778581364	-0.0310435276723461	-0.0310435276723461	-0.0821334540391797	-0.0310435276723461	-0.107537934349348	-0.0439021778581364	-0.188830406933623	-0.0310435276723461	-0.0620870553446923	-0.0310435276723461	-0.0537689671746739	-0.111929030793929	-0.152081605226435	-0.0310435276723461	-0.0537689671746739	-0.205919466916374	-0.0310435276723461	-0.0694154381367618	-0.0310435276723461	11.1101368788919	arg0(np)-v(v)-arg1(np)-arg2(pp)
accept	-0.0273778180130599	-0.0273778180130599	-0.0612186621528201	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0774361630845034	-0.0474197717989941	-0.0670616844027747	-0.179528358550168	-0.0273778180130599	-0.0273778180130599	-0.0474197717989941	-0.0821334540391797	-0.0273778180130599	-0.0273778180130599	-0.173152524573709	-0.116154244626755	-0.262598805333103	-0.0273778180130599	-0.745260213009365	-0.12243732430564	-0.142259315396982	-0.0273778180130599	-0.072434897902141	-0.0865762622868547	-0.144869795804282	-0.0387180815422517	-0.0273778180130599	-0.411578852383486	1.41870900172995	-0.280539153259227	-0.0547556360261198	-0.175303570087449	-0.166532765571164	-0.288443211094214	-0.0474197717989941	-0.0387180815422517	-0.102438415002318	-0.485908066957332	-0.0273778180130599	-0.0273778180130599	-0.0774361630845034	-0.0387180815422517	-0.0273778180130599	-0.0670616844027747	-0.940458932970679	-0.0273778180130599	-0.326244354005068	-0.0612186621528201	-0.154872326169007	-0.0474197717989941	-0.29103019751334	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0612186621528201	-0.072434897902141	-0.298656735031358	-0.287140977756894	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0387180815422517	-0.0273778180130599	-0.0273778180130599	-0.072434897902141	-0.0273778180130599	-0.0948395435979883	-0.0387180815422517	-0.166532765571164	-0.0273778180130599	-0.0547556360261198	-0.0273778180130599	-0.0474197717989941	-0.0987121266564091	-0.134123368805549	-0.0273778180130599	-0.0474197717989941	-0.181603899855906	-0.0273778180130599	-0.0612186621528201	-0.0273778180130599	10.6282797222383	arg0(np)-v(v)-arg1(np)-arg2(pp)
acquire	-0.0273778180130599	-0.0273778180130599	-0.0612186621528201	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0774361630845034	-0.0474197717989941	-0.0670616844027747	-0.179528358550168	-0.0273778180130599	-0.0273778180130599	-0.0474197717989941	-0.0821334540391797	-0.0273778180130599	-0.0273778180130599	-0.173152524573709	-0.116154244626755	-0.262598805333103	-0.0273778180130599	-0.745260213009365	-0.12243732430564	-0.142259315396982	-0.0273778180130599	-0.072434897902141	-0.0865762622868547	-0.144869795804282	-0.0387180815422517	-0.0273778180130599	-0.411578852383486	1.41870900172995	-0.280539153259227	-0.0547556360261198	-0.175303570087449	-0.166532765571164	-0.288443211094214	-0.0474197717989941	-0.0387180815422517	-0.102438415002318	-0.485908066957332	-0.0273778180130599	-0.0273778180130599	-0.0774361630845034	-0.0387180815422517	-0.0273778180130599	-0.0670616844027747	-0.940458932970679	-0.0273778180130599	-0.326244354005068	-0.0612186621528201	-0.154872326169007	-0.0474197717989941	-0.29103019751334	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0612186621528201	-0.072434897902141	-0.298656735031358	-0.287140977756894	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0387180815422517	-0.0273778180130599	-0.0273778180130599	-0.072434897902141	-0.0273778180130599	-0.0948395435979883	-0.0387180815422517	-0.166532765571164	-0.0273778180130599	-0.0547556360261198	-0.0273778180130599	-0.0474197717989941	-0.0987121266564091	-0.134123368805549	-0.0273778180130599	-0.0474197717989941	-0.181603899855906	-0.0273778180130599	-0.0612186621528201	-0.0273778180130599	10.6282797222383	arg0(np)-v(v)-arg1(np)-arg2(pp)
break	-0.0273778180130599	-0.0273778180130599	-0.0612186621528201	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0774361630845034	-0.0474197717989941	-0.0670616844027747	-0.179528358550168	-0.0273778180130599	-0.0273778180130599	-0.0474197717989941	-0.0821334540391797	-0.0273778180130599	-0.0273778180130599	-0.173152524573709	-0.116154244626755	-0.262598805333103	-0.0273778180130599	-0.745260213009365	-0.12243732430564	-0.142259315396982	-0.0273778180130599	-0.072434897902141	-0.0865762622868547	-0.144869795804282	-0.0387180815422517	-0.0273778180130599	-0.411578852383486	1.41870900172995	-0.280539153259227	-0.0547556360261198	-0.175303570087449	-0.166532765571164	-0.288443211094214	-0.0474197717989941	-0.0387180815422517	-0.102438415002318	-0.485908066957332	-0.0273778180130599	-0.0273778180130599	-0.0774361630845034	-0.0387180815422517	-0.0273778180130599	-0.0670616844027747	-0.940458932970679	-0.0273778180130599	-0.326244354005068	-0.0612186621528201	-0.154872326169007	-0.0474197717989941	-0.29103019751334	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0612186621528201	-0.072434897902141	-0.298656735031358	-0.287140977756894	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0387180815422517	-0.0273778180130599	-0.0273778180130599	-0.072434897902141	-0.0273778180130599	-0.0948395435979883	-0.0387180815422517	-0.166532765571164	-0.0273778180130599	-0.0547556360261198	-0.0273778180130599	-0.0474197717989941	-0.0987121266564091	-0.134123368805549	-0.0273778180130599	-0.0474197717989941	-0.181603899855906	-0.0273778180130599	-0.0612186621528201	-0.0273778180130599	10.6282797222383	arg0(np)-v(v)-arg1(np)-arg2(pp)
build	-0.0273778180130599	-0.0273778180130599	-0.0612186621528201	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0774361630845034	-0.0474197717989941	-0.0670616844027747	-0.179528358550168	-0.0273778180130599	-0.0273778180130599	-0.0474197717989941	-0.0821334540391797	-0.0273778180130599	-0.0273778180130599	-0.173152524573709	-0.116154244626755	-0.262598805333103	-0.0273778180130599	-0.745260213009365	-0.12243732430564	-0.142259315396982	-0.0273778180130599	-0.072434897902141	-0.0865762622868547	-0.144869795804282	-0.0387180815422517	-0.0273778180130599	-0.411578852383486	1.41870900172995	-0.280539153259227	-0.0547556360261198	-0.175303570087449	-0.166532765571164	-0.288443211094214	-0.0474197717989941	-0.0387180815422517	-0.102438415002318	-0.485908066957332	-0.0273778180130599	-0.0273778180130599	-0.0774361630845034	-0.0387180815422517	-0.0273778180130599	-0.0670616844027747	-0.940458932970679	-0.0273778180130599	-0.326244354005068	-0.0612186621528201	-0.154872326169007	-0.0474197717989941	-0.29103019751334	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0612186621528201	-0.072434897902141	-0.298656735031358	-0.287140977756894	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0387180815422517	-0.0273778180130599	-0.0273778180130599	-0.072434897902141	-0.0273778180130599	-0.0948395435979883	-0.0387180815422517	-0.166532765571164	-0.0273778180130599	-0.0547556360261198	-0.0273778180130599	-0.0474197717989941	-0.0987121266564091	-0.134123368805549	-0.0273778180130599	-0.0474197717989941	-0.181603899855906	-0.0273778180130599	-0.0612186621528201	-0.0273778180130599	10.6282797222383	arg0(np)-v(v)-arg1(np)-arg2(pp)
hit	-0.0273778180130599	-0.0273778180130599	-0.0612186621528201	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0774361630845034	-0.0474197717989941	-0.0670616844027747	-0.179528358550168	-0.0273778180130599	-0.0273778180130599	-0.0474197717989941	-0.0821334540391797	-0.0273778180130599	-0.0273778180130599	-0.173152524573709	-0.116154244626755	-0.262598805333103	-0.0273778180130599	-0.745260213009365	-0.12243732430564	-0.142259315396982	-0.0273778180130599	-0.072434897902141	-0.0865762622868547	-0.144869795804282	-0.0387180815422517	-0.0273778180130599	-0.411578852383486	1.41870900172995	-0.280539153259227	-0.0547556360261198	-0.175303570087449	-0.166532765571164	-0.288443211094214	-0.0474197717989941	-0.0387180815422517	-0.102438415002318	-0.485908066957332	-0.0273778180130599	-0.0273778180130599	-0.0774361630845034	-0.0387180815422517	-0.0273778180130599	-0.0670616844027747	-0.940458932970679	-0.0273778180130599	-0.326244354005068	-0.0612186621528201	-0.154872326169007	-0.0474197717989941	-0.29103019751334	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0612186621528201	-0.072434897902141	-0.298656735031358	-0.287140977756894	-0.0273778180130599	-0.0273778180130599	-0.0273778180130599	-0.0387180815422517	-0.0273778180130599	-0.0273778180130599	-0.072434897902141	-0.0273778180130599	-0.0948395435979883	-0.0387180815422517	-0.166532765571164	-0.0273778180130599	-0.0547556360261198	-0.0273778180130599	-0.0474197717989941	-0.0987121266564091	-0.134123368805549	-0.0273778180130599	-0.0474197717989941	-0.181603899855906	-0.0273778180130599	-0.0612186621528201	-0.0273778180130599	10.6282797222383	arg0(np)-v(v)-arg1(np)-arg2(pp)
